Title,Date,Views,Likes,Comments,Video_ID,Category,Extracted: ,LTV,CTL,Diff
A GABI VIROU MY BEST DA LULU?,2025-04-12T20:12:20Z,1568570,14110,152,zPbj0go05Kg,Entertainment,,0.8995454459,1.077250177,71
Court - State Vs. A Nobody Movie Explained In Hindi || South Movie Explained In Hindi || Movies Time,2025-04-12T15:20:16Z,112330,1778,37,ycNfl-zcugs,Entertainment,,1.582836286,2.080989876,71
"Every Competition I Win, the Gymnast Gets Older",2025-04-12T13:00:03Z,8061527,14380,1912,fsea6bjNGtc,Entertainment,,0.1783781162,13.29624478,71
I turned into a monster😱👻❤️,2025-04-12T08:07:16Z,9221673,105307,180,FxT1pCDq0OE,Entertainment,,1.141951141,0.1709288082,71
🫣 Peek-a-Boo! I See Boo! 🐈 ㅣBebefinn Playtime | Musical Stories,2025-04-11T22:00:46Z,25988289,30711,0,_B1kcCNGTp8,Entertainment,,0.1181724584,0,72
Fall in Norway: A Colorful Energy Boost for the Spirit!,2025-04-11T21:35:25Z,13,3,0,Zj5RjIrkjlA,Entertainment,,23.07692308,0,72
QUANDO VC VAI LAVA A LOUÇA *surge coceira do nada 👎🏻,2025-04-11T21:30:18Z,5047,236,8,o3gAfD25v78,Entertainment,,4.676045175,3.389830508,72
die with a smile #funny,2025-04-11T19:09:21Z,78,4,N/A,_-gjN9KNHSQ,Entertainment,,5.128205128,#VALUE!,72
How To Talk To A Woman Without Being Weird!,2025-04-11T19:01:00Z,2090,187,90,yykLafAqsnQ,Entertainment,,8.947368421,48.12834225,72
A CULPA É SEMPRE MINHA ⁉️❤️🥹,2025-04-11T12:01:28Z,32596,3203,27,p0W_tFkiuss,Entertainment,,9.826359062,0.8429597253,72
Aぇ! group official【愛犬セナになる末澤】催眠術で神回がやってきた‼️〜Part2〜,2025-04-11T00:00:10Z,1014937,48614,2132,75xqDBvpMDw,Entertainment,,4.789853952,4.385567943,72
A gente se vê no deserto! Vamos juntos nesse novo capítulo da minha história 🙏🏽,2025-04-10T22:04:04Z,6646,424,27,xy_fYETTvaE,Entertainment,,6.37977731,6.367924528,73
